ODDS1,ODDS2,ODDS3,win,place,placeodd,rank,Band,PChange,,,,,,,%
18,23,31,92,111,7.5,8,0,35%,,,,,,,
22,17,19,144,164,5.1,9,0,12%,,,,,,,
31,19,14,193,186,4.5,10,0,-26%,,,,,,,
9.7,9.9,6.6,434,352,2.4,11,0,-33%,,,,,,,
17,16,24,116,130,6.4,12,0,50%,,,,,,,
44,24,42,67,62,13,13,0,75%,,,,,,,
78,99,99,13,24,33,14,0,0%,,,,,,,
18,10,6.2,276,223,2.1,1,1,-38%,,,,,,,
7.4,6,4.7,363,320,1.5,2,1,-22%,,,,,,,
8.1,9.5,5.9,290,223,2.1,3,1,-38%,,,,,,,
34,32,35,48,48,9.8,4,0,9%,,,,,,,
25,64,89,19,24,19,5,0,39%,,,,,,,
20,29,60,28,33,14,6,0,107%,,,,,,,
2.8,3,3.4,495,295,1.6,7,0,13%,,,,,,,
22,34,46,36,41,11,8,0,35%,,,,,,,
11,12,15,108,120,4,9,0,25%,,,,,,,
6.8,4.9,6.5,265,242,2,10,0,33%,,,,,,,
60,82,99,12,18,26,11,0,21%,,,,,,,
49,52,92,18,25,18,12,0,77%,,,,,,,
14,23,24,70,74,6.5,13,0,4%,,,,,,,
22,20,34,49,61,7.8,14,0,70%,,,,,,,
15,22,19,80,82,5.5,1,1,-14%,,,,,,,
22,40,54,28,44,10,2,1,35%,,,,,,,
4.2,4,3.6,417,290,1.5,3,1,-10%,,,,,,,
8.4,10,16,90,103,4.3,4,0,60%,,,,,,,
34,29,32,46,67,6.7,5,0,10%,,,,,,,
20,23,7.7,197,159,2.8,6,0,-67%,,,,,,,
17,20,27,56,68,6.6,7,0,35%,,,,,,,
14,9.1,7.2,211,217,2.1,8,0,-21%,,,,,,,
88,92,99,9,13,33,9,0,8%,,,,,,,
3,2.9,3.3,465,311,1.4,10,0,14%,,,,,,,
18,24,27,55,70,6.3,11,0,13%,,,,,,,
78,99,99,10,18,24,12,0,0%,,,,,,,
8.2,6.6,8.6,178,180,2.5,13,0,30%,,,,,,,
125,99,99,7,11,37,-,0,0%,,,,,,,
6.2,3.3,2.4,927,417,1.3,1,1,-27%,,,,,,,
3,3,4,549,356,1.5,2,1,33%,,,,,,,
24,19,28,76,89,5.9,3,1,47%,,,,,,,
9.8,17,12,181,171,3.1,4,0,-29%,,,,,,,
8.6,15,22,98,113,4.7,5,0,47%,,,,,,,
106,99,99,12,19,26,6,0,0%,,,,,,,
38,94,99,15,26,20,7,0,5%,,,,,,,
12,7.2,5.7,387,283,1.9,8,0,-21%,,,,,,,
3.7,5.6,7,318,266,2,9,0,25%,,,,,,,
40,65,99,20,27,19,10,0,52%,,,,,,,
108,99,76,28,61,8.6,11,0,-23%,,,,,,,
208,99,99,6,9,56,12,0,0%,,,,,,,
32,24,32,67,93,5.7,13,0,33%,,,,,,,
350,99,99,4,6,79,14,0,0%,,,,,,,
3.2,4.7,5.2,389,299,1.5,1,1,11%,,,,,,,
3.8,3.7,3.6,556,351,1.3,2,1,-3%,,,,,,,
3.4,2,2,1001,389,1.1,3,1,0%,,,,,,,
15,17,19,106,108,4.2,4,0,12%,,,,,,,
14,13,7.9,254,278,1.6,5,0,-39%,,,,,,,
118,99,99,8,21,21,6,0,0%,,,,,,,
15,59,97,20,31,14,7,0,64%,,,,,,,
191,99,99,5,11,40,8,0,0%,,,,,,,
120,99,99,11,21,20,9,0,0%,,,,,,,
29,48,63,31,54,8.4,10,0,31%,,,,,,,
12,21,36,56,73,6.1,11,0,71%,,,,,,,
99,99,99,6,15,29,12,0,0%,,,,,,,
19,18,12,167,151,3.7,1,1,-33%,,,,,,,
5,2.9,3.7,557,357,1.6,2,1,28%,,,,,,,
9.4,7.8,13,148,150,3.8,3,1,67%,,,,,,,
10,18,24,83,111,5.1,4,0,33%,,,,,,,
3.6,5.9,4.4,463,333,1.7,5,0,-25%,,,,,,,
26,25,25,82,87,6.5,6,0,0%,,,,,,,
5.4,5.7,6.7,305,292,1.9,7,0,18%,,,,,,,
114,99,99,18,33,17,8,0,0%,,,,,,,
56,81,63,32,43,13,9,0,-22%,,,,,,,
55,99,99,9,18,30,10,0,0%,,,,,,,
11,7.7,4.2,490,326,1.7,11,0,-45%,,,,,,,
16,15,23,87,114,4.9,12,0,53%,,,,,,,
107,99,99,4,11,49,13,0,0%,,,,,,,
22,40,46,43,44,12,14,0,15%,,,,,,,
10,12,20,111,130,5.2,1,1,67%,,,,,,,
16,17,19,116,132,5.1,2,1,12%,,,,,,,
4.4,6.4,5.2,428,366,1.8,3,1,-19%,,,,,,,
42,74,99,22,40,16,4,0,34%,,,,,,,
3.4,2.8,2.6,861,536,1.2,5,0,-7%,,,,,,,
96,95,99,15,27,24,6,0,4%,,,,,,,
9.6,5.5,7,318,356,1.9,7,0,27%,,,,,,,
39,43,35,63,104,6.5,8,0,-19%,,,,,,,
15,21,24,93,112,6,9,0,14%,,,,,,,
9.8,7.5,9.4,237,232,2.9,10,0,25%,,,,,,,
5.8,7.6,5.4,414,367,1.8,11,0,-29%,,,,,,,
321,99,99,6,13,49,12,0,0%,,,,,,,
122,99,99,6,13,50,13,0,0%,,,,,,,
49,71,91,24,33,20,14,0,28%,,,,,,,
15,16,22,94,114,5.3,1,1,38%,,,,,,,
4.3,5.4,4.2,502,414,1.4,2,1,-22%,,,,,,,
9.4,3.9,3.6,590,411,1.4,3,1,-8%,,,,,,,
7.8,10,12,171,150,4,4,0,20%,,,,,,,
5,4.3,4,526,385,1.5,5,0,-7%,,,,,,,
13,46,55,37,47,12,6,0,20%,,,,,,,
26,31,48,43,61,9.8,7,0,55%,,,,,,,
47,29,35,58,78,7.7,8,0,21%,,,,,,,
21,86,95,22,28,20,9,0,10%,,,,,,,
19,34,45,46,76,7.9,10,0,32%,,,,,,,
6.9,6.1,6.5,323,245,2.4,11,0,7%,,,,,,,
9.4,10,14,146,189,3.2,12,0,40%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
11,11,7.2,339,302,2.4,1,1,-35%,,,,,,,
6.6,6.6,3.6,685,418,1.7,2,1,-45%,,,,,,,
4.7,6.8,5.8,422,396,1.8,3,1,-15%,,,,,,,
7.6,5.3,5,486,412,1.7,4,0,-6%,,,,,,,
26,18,31,78,85,8.4,5,0,72%,,,,,,,
39,43,66,36,47,15,6,0,53%,,,,,,,
11,13,21,116,120,5.9,7,0,62%,,,,,,,
6.4,4.8,8.9,273,248,2.9,8,0,85%,,,,,,,
6.6,13,16,152,171,4.2,9,0,23%,,,,,,,
12,11,10,232,257,2.8,10,0,-9%,,,,,,,
94,99,99,8,11,62,11,0,0%,,,,,,,
13,9.3,18,131,130,5.5,12,0,94%,,,,,,,
111,99,99,11,18,39,13,0,0%,,,,,,,
7.8,8.2,6.5,396,346,2.1,1,1,-21%,,,,,,,
6.2,6.9,6.3,412,346,2.1,2,1,-9%,,,,,,,
22,18,22,117,138,5.2,3,1,22%,,,,,,,
8.4,5.9,5.7,453,310,2.3,4,0,-3%,,,,,,,
13,20,14,178,199,3.6,5,0,-30%,,,,,,,
10,26,22,113,122,5.9,6,0,-15%,,,,,,,
22,24,25,102,117,6.1,7,0,4%,,,,,,,
2.7,2.6,3,864,495,1.4,8,0,15%,,,,,,,
21,12,18,142,141,5.1,9,0,50%,,,,,,,
27,34,44,58,72,10,10,0,29%,,,,,,,
10,9.4,8.5,305,340,2.1,11,0,-10%,,,,,,,
11,11,13,236,206,3.7,1,1,18%,,,,,,,
13,26,13,252,219,3.5,2,1,-50%,,,,,,,
2.6,2.4,2.7,1225,579,1.3,3,1,13%,,,,,,,
26,40,41,78,90,8.6,4,0,3%,,,,,,,
6.2,5.8,5,647,433,1.8,5,0,-14%,,,,,,,
16,10,17,192,160,4.8,6,0,70%,,,,,,,
22,33,37,86,96,8.1,7,0,12%,,,,,,,
12,17,21,156,155,5,8,0,24%,,,,,,,
31,35,43,75,85,9.1,9,0,23%,,,,,,,
29,24,44,74,81,9.5,10,0,83%,,,,,,,
25,12,10,327,259,3,11,0,-17%,,,,,,,
8.3,7.3,5.5,595,416,1.8,12,0,-25%,,,,,,,
35,82,99,22,33,23,13,0,21%,,,,,,,
71,99,99,9,16,47,14,0,0%,,,,,,,
9.5,9.1,10,353,350,2.3,1,1,10%,,,,,,,
14,11,9.8,382,378,2.1,2,1,-11%,,,,,,,
2.6,2.3,2.1,1739,608,1.3,3,1,-9%,,,,,,,
12,12,18,203,163,4.9,4,0,50%,,,,,,,
30,42,58,63,77,10,5,0,38%,,,,,,,
5.5,3.9,3.7,1001,528,1.5,6,0,-5%,,,,,,,
100,99,99,7,13,61,7,0,0%,,,,,,,
10,11,10,372,287,2.8,8,0,-9%,,,,,,,
12,18,22,166,150,5.3,9,0,22%,,,,,,,
38,41,51,72,97,8.2,10,0,24%,,,,,,,
13,34,31,118,141,5.7,11,0,-9%,,,,,,,
71,99,99,10,17,44,12,0,0%,,,,,,,
54,93,99,25,30,26,13,0,6%,,,,,,,
25,56,84,44,66,12,14,0,50%,,,,,,,
5.8,4.6,6.5,210,203,1.7,1,1,41%,,,,,,,
5,4.1,3.4,401,221,1.6,2,1,-17%,,,,,,,
3.8,3.9,5,277,206,1.7,3,1,28%,,,,,,,
8.7,15,23,59,66,5.2,4,0,53%,,,,,,,
5.6,5.9,4,345,229,1.5,5,0,-32%,,,,,,,
5.9,6.5,7.9,175,164,2.1,6,0,22%,,,,,,,
19,24,37,36,35,9.7,7,0,54%,,,,,,,
16,13,8.1,169,143,2.4,8,0,-38%,,,,,,,
18,23,12,145,159,3.3,1,1,-48%,,,,,,,
26,19,15,118,100,5.2,2,1,-21%,,,,,,,
6.7,4.1,4.6,396,301,1.7,3,1,12%,,,,,,,
10,7.5,10,184,188,2.8,4,0,33%,,,,,,,
3.7,7.3,11,165,180,2.9,5,0,51%,,,,,,,
24,23,19,95,82,6.3,6,0,-17%,,,,,,,
6.2,6.3,7.9,231,200,2.6,7,0,25%,,,,,,,
8.8,13,16,113,112,4.7,8,0,23%,,,,,,,
8.6,6.3,4,463,319,1.6,9,0,-37%,,,,,,,
7.8,6.7,6.1,301,247,2.1,10,0,-9%,,,,,,,
31,62,99,15,18,27,11,0,60%,,,,,,,
119,99,99,5,10,52,12,0,0%,,,,,,,
10,9,13,145,133,4.3,1,1,44%,,,,,,,
16,25,10,190,153,3.8,2,1,-60%,,,,,,,
11,9.9,9.9,194,196,2.9,3,1,0%,,,,,,,
3.9,5.2,4.5,426,327,1.8,4,0,-13%,,,,,,,
13,7.5,6.3,303,239,2.4,5,0,-16%,,,,,,,
11,14,22,86,104,5.6,6,0,57%,,,,,,,
23,21,39,49,71,8.2,7,0,86%,,,,,,,
8.7,7.4,11,171,174,3.3,8,0,49%,,,,,,,
43,39,31,61,65,8.9,9,0,-21%,,,,,,,
7,7,7.5,255,258,2.2,10,0,7%,,,,,,,
5.8,5.5,4.8,397,347,1.7,11,0,-13%,,,,,,,
18,27,40,47,48,11,12,0,48%,,,,,,,
89,99,99,8,18,33,1,1,0%,,,,,,,
1.9,1.8,1.6,1513,497,1.2,2,1,-11%,,,,,,,
11,8.6,14,176,215,2.9,3,1,63%,,,,,,,
15,20,16,156,169,3.7,4,0,-20%,,,,,,,
10,11,13,194,235,2.6,5,0,18%,,,,,,,
6.9,16,24,103,141,4.4,6,0,50%,,,,,,,
10,6.4,7.6,333,297,2.1,7,0,19%,,,,,,,
117,99,99,9,15,39,8,0,0%,,,,,,,
20,19,9.2,275,281,2.2,9,0,-52%,,,,,,,
11,13,20,122,188,3.3,10,0,54%,,,,,,,
41,27,22,113,119,5.2,11,0,-19%,,,,,,,
39,30,42,59,84,7.3,12,0,40%,,,,,,,
8.4,12,5.5,428,321,1.9,1,1,-54%,,,,,,,
13,30,29,80,98,6.2,2,1,-3%,,,,,,,
34,13,19,119,136,4.5,3,1,46%,,,,,,,
17,10,20,116,97,6.3,4,0,100%,,,,,,,
3.6,3,3.2,725,418,1.4,5,0,7%,,,,,,,
6,7.3,6.6,354,296,2,6,0,-10%,,,,,,,
4.8,7.5,8.6,270,218,2.8,7,0,15%,,,,,,,
7.2,7.4,10,227,178,3.4,8,0,35%,,,,,,,
14,11,6.5,359,295,2.1,9,0,-41%,,,,,,,
53,38,46,50,51,11,10,0,21%,,,,,,,
36,19,35,65,68,9,11,0,84%,,,,,,,
35,28,49,47,50,12,12,0,75%,,,,,,,
5.2,5.3,6.6,400,369,2,1,1,25%,,,,,,,
49,21,24,106,108,7,2,1,14%,,,,,,,
19,26,29,89,118,6.5,3,1,12%,,,,,,,
6.6,4.5,3.8,695,493,1.5,4,0,-16%,,,,,,,
11,15,18,141,121,6.3,5,0,20%,,,,,,,
6.4,7.6,4.8,552,433,1.7,6,0,-37%,,,,,,,
20,21,17,147,146,5.2,7,0,-19%,,,,,,,
5.5,7.1,5.3,499,412,1.8,8,0,-25%,,,,,,,
39,33,59,44,44,17,9,0,79%,,,,,,,
25,5.4,12,216,212,3.6,10,0,122%,,,,,,,
4.2,12,9.9,266,263,2.9,11,0,-18%,,,,,,,
82,27,53,49,57,13,11,0,96%,,,,,,,
11,8.9,8.3,298,237,2.5,1,1,-7%,,,,,,,
5.6,13,11,209,156,3.8,2,1,-15%,,,,,,,
16,9.9,15,155,131,4.5,3,1,52%,,,,,,,
4.6,3.6,3.1,795,409,1.4,4,0,-14%,,,,,,,
20,14,9.7,256,222,2.6,5,0,-31%,,,,,,,
5.8,4.2,6.8,363,251,2.3,6,0,62%,,,,,,,
8.9,8.9,7.7,322,265,2.2,7,0,-13%,,,,,,,
14,14,8.6,287,216,2.7,8,0,-39%,,,,,,,
4,6.1,7.8,319,255,2.3,9,0,28%,,,,,,,
46,29,53,57,85,8.8,1,1,83%,,,,,,,
4.8,6.7,6.5,476,377,2,2,1,-3%,,,,,,,
7.4,8.3,10,291,237,3.2,3,1,20%,,,,,,,
15,20,32,96,122,6.2,4,0,60%,,,,,,,
3.8,5.1,4.2,724,524,1.4,5,0,-18%,,,,,,,
24,18,21,140,178,4.2,6,0,17%,,,,,,,
9,8.2,13,235,266,2.8,7,0,59%,,,,,,,
24,17,28,108,127,5.9,7,0,65%,,,,,,,
42,23,39,79,116,6.5,9,0,70%,,,,,,,
3.6,2.7,2.1,1488,642,1.2,10,0,-22%,,,,,,,
48,42,62,49,70,10,11,0,48%,,,,,,,
4.3,3.4,2.9,1205,663,1.5,1,1,-15%,,,,,,,
5.6,8.9,7.7,463,367,2.7,2,1,-13%,,,,,,,
4.6,8.6,6.4,556,516,1.9,3,1,-26%,,,,,,,
5.2,8.8,9.6,372,355,2.8,4,0,9%,,,,,,,
11,6.9,8.8,406,362,2.7,5,0,28%,,,,,,,
41,17,17,203,213,4.6,6,0,0%,,,,,,,
23,13,18,189,225,4.4,7,0,38%,,,,,,,
8.6,10,9.3,383,321,3.1,8,0,-7%,,,,,,,
25,10,22,160,181,5.4,9,0,120%,,,,,,,
41,21,26,133,113,8.7,10,0,24%,,,,,,,
24,26,17,205,207,4.7,11,0,-35%,,,,,,,
54,34,59,59,68,14,12,0,74%,,,,,,,
31,23,27,53,66,7.1,1,1,17%,,,,,,,
6.7,6.2,5.4,276,229,2,2,1,-13%,,,,,,,
13,12,12,124,117,4,3,1,0%,,,,,,,
6.6,8,9,164,152,3.1,4,0,13%,,,,,,,
9.8,7.9,9.7,152,165,2.8,5,0,23%,,,,,,,
14,9,12,122,165,2.8,6,0,33%,,,,,,,
14,14,11,129,132,3.5,7,0,-21%,,,,,,,
8.4,10,5.2,286,214,2.2,8,0,-48%,,,,,,,
17,15,20,73,78,6,9,0,33%,,,,,,,
3,3.8,4.3,347,305,1.5,10,0,13%,,,,,,,
42,38,47,31,36,13,11,0,24%,,,,,,,
30,20,32,46,53,8.9,12,0,60%,,,,,,,
9.5,12,10,172,149,3.5,1,1,-17%,,,,,,,
20,17,13,129,110,4.7,2,1,-24%,,,,,,,
5,5,5.2,345,266,1.9,3,1,4%,,,,,,,
12,7.1,6.2,290,245,2.1,4,0,-13%,,,,,,,
4.6,7.2,7.1,253,250,2.1,5,0,-1%,,,,,,,
25,19,13,129,76,6.8,6,0,-32%,,,,,,,
5.6,4.7,4.7,377,327,1.6,7,0,0%,,,,,,,
10,7.4,6.4,279,238,2.2,8,0,-14%,,,,,,,
25,12,24,73,92,5.6,9,0,100%,,,,,,,
8,18,29,60,68,7.6,10,0,61%,,,,,,,
18,30,57,31,40,12,11,0,90%,,,,,,,
34,26,50,35,35,14,12,0,92%,,,,,,,
5.4,7,5,401,269,2,1,1,-29%,,,,,,,
24,15,9.7,205,175,3.1,2,1,-35%,,,,,,,
5.4,5.9,6.5,307,317,1.7,3,1,10%,,,,,,,
23,22,38,51,62,8.6,4,0,73%,,,,,,,
12,7.2,8.7,230,183,2.9,5,0,21%,,,,,,,
39,29,49,40,41,13,6,0,69%,,,,,,,
6.2,5.8,11,180,195,2.8,7,0,90%,,,,,,,
3.5,4.2,3.8,527,368,1.5,8,0,-10%,,,,,,,
20,17,17,116,93,5.8,9,0,0%,,,,,,,
31,29,59,33,48,11,10,0,103%,,,,,,,
19,37,66,30,40,13,11,0,78%,,,,,,,
14,10,6.6,303,186,2.9,12,0,-34%,,,,,,,
10,13,9.6,209,192,3.3,1,1,-26%,,,,,,,
31,21,19,105,101,6.3,2,1,-10%,,,,,,,
11,5.1,6.7,297,292,2.2,3,1,31%,,,,,,,
15,10,17,113,116,5.5,4,0,70%,,,,,,,
8.6,11,7.5,267,266,2.4,5,0,-32%,,,,,,,
12,11,11,182,162,3.9,6,0,0%,,,,,,,
3.6,7.1,5.2,387,303,2.1,7,0,-27%,,,,,,,
34,29,24,80,94,6.8,8,0,-17%,,,,,,,
7.8,7,5.5,367,308,2.1,9,0,-21%,,,,,,,
11,12,19,103,123,5.2,10,0,58%,,,,,,,
29,22,37,54,60,10,11,0,68%,,,,,,,
11,10,13,146,166,3.8,12,0,30%,,,,,,,
28,32,49,40,44,14,13,0,53%,,,,,,,
18,15,23,85,108,5.9,14,0,53%,,,,,,,
3,3.1,3.3,805,415,1.4,1,1,6%,,,,,,,
10,8,4.9,543,337,1.8,2,1,-39%,,,,,,,
12,13,9.8,269,188,3.2,3,1,-25%,,,,,,,
6.8,8.7,8.2,324,225,2.7,4,0,-6%,,,,,,,
9.2,12,11,237,175,3.4,5,0,-8%,,,,,,,
9.8,7.4,7.1,374,266,2.2,6,0,-4%,,,,,,,
8.4,9.3,10,265,224,2.7,7,0,8%,,,,,,,
40,49,74,35,46,13,8,0,51%,,,,,,,
20,20,39,67,61,9.9,9,0,95%,,,,,,,
39,28,48,55,63,9.5,10,0,71%,,,,,,,
64,40,70,37,28,21,11,0,75%,,,,,,,
40,37,70,37,37,16,12,0,89%,,,,,,,
12,9.7,16,165,127,4.7,13,0,65%,,,,,,,
0,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
30,16,13,177,148,3.9,1,1,-19%,,,,,,,
10,12,4.9,487,296,1.9,2,1,-59%,,,,,,,
2.8,2.1,3.2,747,394,1.4,3,1,52%,,,,,,,
7.2,6.2,4.5,525,382,1.5,4,0,-27%,,,,,,,
17,21,19,123,90,6.4,5,0,-10%,,,,,,,
16,18,15,152,127,4.5,6,0,-17%,,,,,,,
33,31,46,51,59,9.8,7,0,48%,,,,,,,
18,30,46,51,61,9.4,8,0,53%,,,,,,,
18,20,30,78,78,7.3,9,0,50%,,,,,,,
34,72,99,17,23,24,10,0,38%,,,,,,,
10,14,8.8,271,241,2.4,11,0,-37%,,,,,,,
10,11,17,138,117,4.9,12,0,55%,,,,,,,
11,29,51,46,49,11,13,0,76%,,,,,,,
35,40,73,32,38,15,14,0,83%,,,,,,,
17,15,17,126,150,3.7,1,1,13%,,,,,,,
4.7,1.9,2,1111,434,1.3,2,1,5%,,,,,,,
10,13,10,203,237,2.3,3,1,-23%,,,,,,,
2.8,7.6,6.3,352,309,1.8,4,0,-17%,,,,,,,
17,26,31,70,80,6.9,5,0,19%,,,,,,,
11,8.8,8.8,251,205,2.7,6,0,0%,,,,,,,
35,62,91,24,29,19,7,0,47%,,,,,,,
7,6.7,7.8,283,270,2,8,0,16%,,,,,,,
7.5,12,12,175,200,2.8,9,0,0%,,,,,,,
38,63,82,26,34,16,10,0,30%,,,,,,,
39,50,38,58,76,7.3,11,0,-24%,,,,,,,
9.3,16,13,193,216,3.7,1,1,-19%,,,,,,,
5.2,5.3,6,438,361,2.2,2,1,13%,,,,,,,
19,10,15,172,170,4.7,3,1,50%,,,,,,,
9.6,20,29,90,100,8,4,0,45%,,,,,,,
11,9,9,290,218,3.7,5,0,0%,,,,,,,
15,22,29,90,80,10,6,0,32%,,,,,,,
47,44,62,42,44,18,7,0,41%,,,,,,,
19,10,10,253,254,3.2,8,0,0%,,,,,,,
31,19,18,142,140,5.8,9,0,-5%,,,,,,,
7.1,11,11,228,264,3,10,0,0%,,,,,,,
12,9,7.4,352,311,2.6,11,0,-18%,,,,,,,
14,8.2,7.4,353,315,2.5,12,0,-10%,,,,,,,
9.2,9.9,6.3,415,332,2.4,13,0,-36%,,,,,,,
10,14,21,124,138,5.8,14,0,50%,,,,,,,
18,10,12,221,204,3.6,1,1,20%,,,,,,,
10,12,8.3,339,299,2.4,2,1,-31%,,,,,,,
4.6,3.7,3.5,802,472,1.5,3,1,-5%,,,,,,,
25,18,13,204,182,4,4,0,-28%,,,,,,,
31,50,89,31,38,19,5,0,78%,,,,,,,
6.8,11,15,185,163,4.5,6,0,36%,,,,,,,
8.2,3.4,4.2,662,390,1.9,7,0,24%,,,,,,,
28,31,51,54,67,10,8,0,65%,,,,,,,
35,38,62,45,58,12,9,0,63%,,,,,,,
9.2,7.1,5.7,492,366,2,10,0,-20%,,,,,,,
52,65,99,22,24,30,11,0,52%,,,,,,,
37,45,63,44,48,15,12,0,40%,,,,,,,
7.9,10,8.9,315,363,2,13,0,-11%,,,,,,,
6.2,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
13,6.3,5.6,610,414,2.1,1,1,-11%,,,,,,,
18,14,12,267,250,3.5,2,1,-14%,,,,,,,
10,6.3,6.6,516,333,2.6,3,1,5%,,,,,,,
27,14,16,206,182,4.8,4,0,14%,,,,,,,
21,40,47,71,64,13,5,0,18%,,,,,,,
22,6,5.2,648,381,2.3,6,0,-13%,,,,,,,
7.8,23,26,126,140,6.2,7,0,13%,,,,,,,
15,14,13,261,202,4.3,8,0,-7%,,,,,,,
32,39,65,51,66,13,9,0,67%,,,,,,,
4.2,16,13,262,223,3.9,10,0,-19%,,,,,,,
48,60,45,74,72,11,11,0,-25%,,,,,,,
22,19,22,150,146,5.9,12,0,16%,,,,,,,
27,25,27,125,129,6.7,13,0,8%,,,,,,,
3.4,3.8,4.5,757,556,1.5,14,0,18%,,,,,,,
4.4,3.5,2.5,689,381,1.2,1,1,-29%,,,,,,,
10,16,14,119,135,3.6,2,1,-13%,,,,,,,
5,4,4.7,365,280,1.7,3,1,18%,,,,,,,
12,18,12,141,143,3.4,4,0,-33%,,,,,,,
5.8,5.8,7.4,234,239,2,5,0,28%,,,,,,,
11,10,10,163,150,3.2,6,0,0%,,,,,,,
11,15,27,63,71,6.8,7,0,80%,,,,,,,
14,15,13,124,115,4.2,8,0,-13%,,,,,,,
9.9,14,18,93,126,3.8,9,0,29%,,,,,,,
28,20,31,54,61,7.9,10,0,55%,,,,,,,
65,81,99,13,19,25,11,0,22%,,,,,,,
28,27,43,39,44,10,12,0,59%,,,,,,,
7.3,8.6,6,316,273,1.8,1,1,-30%,,,,,,,
4.2,4.1,6,311,253,2,2,1,46%,,,,,,,
6,5.4,4.1,455,300,1.7,3,1,-24%,,,,,,,
10,10,8.4,225,182,2.8,4,0,-16%,,,,,,,
13,21,16,111,82,6.2,5,0,-24%,,,,,,,
23,22,14,131,106,4.8,5,0,-36%,,,,,,,
23,32,53,35,43,11,7,0,66%,,,,,,,
18,35,34,54,56,9.1,8,0,-3%,,,,,,,
7.2,5.6,7.9,238,208,2.4,9,0,41%,,,,,,,
22,14,24,77,64,7.9,10,0,71%,,,,,,,
10,17,10,187,133,3.8,11,0,-41%,,,,,,,
12,7.9,12,148,158,3.2,12,0,52%,,,,,,,
5.8,7.3,5.4,389,259,2.2,1,1,-26%,,,,,,,
14,12,9,234,173,3.3,2,1,-25%,,,,,,,
9.4,11,13,158,142,4,3,1,18%,,,,,,,
4.8,4.1,5.6,379,307,1.9,4,0,37%,,,,,,,
28,41,85,24,31,18,5,0,107%,,,,,,,
12,10,4.3,493,322,1.8,6,0,-57%,,,,,,,
17,14,22,93,97,5.9,7,0,57%,,,,,,,
8.7,14,12,167,165,3.5,8,0,-14%,,,,,,,
13,10,14,143,125,4.6,9,0,40%,,,,,,,
14,23,37,55,58,9.8,10,0,61%,,,,,,,
6.8,4.6,7.3,287,249,2.3,11,0,59%,,,,,,,
12,16,14,144,164,3.5,12,0,-13%,,,,,,,
8.8,6.8,7.4,258,199,2.4,1,1,9%,,,,,,,
5.8,6.3,7.8,248,263,1.8,2,1,24%,,,,,,,
15,29,19,100,96,5,3,1,-34%,,,,,,,
6.6,5.1,4.9,389,258,1.9,4,0,-4%,,,,,,,
46,56,77,24,31,15,5,0,38%,,,,,,,
11,13,8.4,228,204,2.4,6,0,-35%,,,,,,,
36,60,99,17,23,20,7,0,65%,,,,,,,
6,5.3,4,475,324,1.5,8,0,-25%,,,,,,,
3.7,2.7,3.3,577,348,1.4,9,0,22%,,,,,,,
44,62,99,18,19,24,10,0,60%,,,,,,,
8.9,0,0,0,0,0,?h?X,0,#DIV/0!,,,,,,,
8.8,7.2,9,228,265,2.3,1,1,25%,,,,,,,
9.6,13,12,171,174,3.5,2,1,-8%,,,,,,,
8,8.5,10,189,177,3.5,3,1,18%,,,,,,,
4.9,5.9,3.8,534,420,1.4,4,0,-36%,,,,,,,
11,6,7.2,285,241,2.5,5,0,20%,,,,,,,
8.9,12,11,172,164,3.7,6,0,-8%,,,,,,,
8.6,7.3,8.7,236,184,3.3,7,0,19%,,,,,,,
8.3,8.2,8.5,240,189,3.2,8,0,4%,,,,,,,
35,51,86,23,32,19,9,0,69%,,,,,,,
17,23,35,58,75,8.1,10,0,52%,,,,,,,
10,7.9,6.1,333,296,2.1,11,0,-23%,,,,,,,
27,62,99,19,25,24,12,0,60%,,,,,,,
4,2.6,2.2,1202,475,1.3,1,1,-15%,,,,,,,
8,8.1,7.1,371,335,1.8,2,1,-12%,,,,,,,
7.8,7,5.9,449,280,2.2,3,1,-16%,,,,,,,
10,28,22,118,99,6.2,4,0,-21%,,,,,,,
27,96,99,16,22,27,5,0,3%,,,,,,,
8.5,9.3,10,259,199,3.1,6,0,8%,,,,,,,
6.7,10,15,172,185,3.3,7,0,50%,,,,,,,
39,80,87,30,57,10,8,0,9%,,,,,,,
28,62,99,21,24,25,9,0,60%,,,,,,,
7.4,6.3,9.8,268,285,2.2,10,0,56%,,,,,,,
19,25,42,62,80,7.7,11,0,68%,,,,,,,
16,10,11,231,213,2.9,12,0,10%,,,,,,,
9,5.9,6.1,422,309,2.3,1,1,3%,,,,,,,
10,14,8.1,321,244,2.9,2,1,-42%,,,,,,,
9.4,7.7,12,216,257,2.7,3,1,56%,,,,,,,
5,5.7,8.2,315,288,2.4,4,0,44%,,,,,,,
13,27,37,70,81,8.7,5,0,37%,,,,,,,
23,29,14,178,162,4.3,6,0,-52%,,,,,,,
15,34,22,115,111,6.3,7,0,-35%,,,,,,,
18,22,15,171,182,3.9,8,0,-32%,,,,,,,
25,21,19,136,158,4.5,9,0,-10%,,,,,,,
3.8,2.9,2.8,911,541,1.3,10,0,-3%,,,,,,,
12,9.3,10,249,192,3.7,11,0,8%,,,,,,,
